Real,Predicho
90.0,120.95426693777566
48.67,90.93601727334504
95.2,81.85755329130922
127.67,110.90598101682471
201.5,170.0269055044425
109.0,104.29437347766888
107.1,99.18286904265602
85.0,70.49602640473914
129.99,168.7759483441527
82.79,83.42265191011393
53.67,58.32398808803582
152.1,133.73665095712454
80.0,77.75135723668654
99.45,92.41297826890572
111.83,112.61799240089708
168.3,155.13617394594354
197.0,187.6903467586311
100.87,118.34718014112558
126.0,111.29465716313625
0.0,58.29703404634089
114.73,105.17896059876819
157.9,148.5347859642126
72.0,87.14475674742786
158.4,147.79151796893393
69.7,86.39063305652704
132.3,118.85076349140775
120.0,117.70773058424048
66.6,71.38240508599173
65.0,61.39674147514982
65.0,63.88381459333893
106.0,95.10187860497703
100.0,99.58808286025257
120.0,110.74968114875982
101.58,92.0983051736604
120.0,119.3881009007107
85.5,101.34770527587833
65.0,104.98687034157365
80.0,90.38772185086619
99.0,104.82599349068865
65.0,78.70672419817744
119.85,120.12555155852121
121.5,141.02415198013338
82.45,68.92857678074515
105.83,103.68690119164907
110.5,110.76531795209428
152.1,170.19822407901685
93.9,88.71344714889813
150.4,131.80875707517967
120.0,115.78841022580676
79.2,94.05643004092383
156.0,137.04444290330795
116.1,125.1203540150612
100.0,100.15122973802818
122.0,116.55124124324585
159.0,152.82851672099966
86.4,82.24726914764494
177.0,133.62554344251723
104.0,95.54144581274387
141.0,128.37893624151062
88.0,82.34229117502947
74.8,84.06066455109485
93.6,88.9039246321293
90.3,84.70680532660704
126.9,120.4915468196717
65.0,75.04453241270686
82.0,81.0205462381396
93.0,84.5683730093784
134.0,140.60517179465995
65.0,54.10402098984576
133.0,114.41511343506674
107.95,94.42551189596546
85.5,101.96131045016989
126.0,110.76702025789808
101.5,104.34467192650543
65.0,67.37058381119365
138.0,101.90578136412809
107.0,94.41729062386877
116.2,141.37981895599742
95.36,86.94747585779936
94.5,107.91840270942492
109.0,115.4375406216184
98.82,86.85835198329761
62.8,70.99594113046871
149.4,148.4314869075869
94.5,91.90628301421255
86.4,81.71704496107988
115.0,120.06677200448051
88.0,70.44787650417773
60.0,32.17495217855256
109.0,108.91392448901257
100.0,99.58808286025257
70.0,72.84074541161282
72.25,98.01852967220837
75.0,94.41729062386877
68.61,106.00355720104349
88.76,92.89826605059903
209.0,175.72874086500474
126.9,119.45109051318887
115.0,114.8945899858475
106.77,105.3929803549155
140.4,122.21882429949105
130.0,129.57325017703974
93.6,99.94087377151274
58.0,72.10004814160985
66.0,57.21967776751274
134.1,139.01589106928014
108.3,109.42874761824883
85.0,122.7541194205599
100.0,98.55844519035311
221.0,250.6230141295765
93.15,98.76905532414925
105.0,99.21447281251211
94.5,93.03674194780746
97.0,76.54400773920474
99.0,103.23658625437407
114.3,107.11018581383794
79.33,107.89181140793849
101.5,104.38777194358128
80.75,110.37457175426391
132.6,107.0100294041287
90.0,93.00887804196236
88.0,79.43515362613607
162.0,162.20371892467944
121.0,115.59195918361597
120.0,115.9091663970303
68.0,82.99038170877085
110.75,92.94819371860075
95.0,94.42224136941262
100.0,99.35207807770583
86.0,30.055339428821142
135.0,142.53791588238204
120.0,118.53200456170987
87.0,85.50848859606248
66.0,79.09803612812746
150.3,143.86904792878664
89.0,89.22611991115124
108.38,102.21994249791446
137.7,103.25261610844713
122.19,83.73372706255974
101.0,84.29511916364936
115.0,114.45028726238519
64.0,64.5428338582775
90.0,127.23137077584593
93.7,177.75245964789443
87.27,81.55484111523606
59.09,71.67890989239257
108.0,105.43930036363543
95.0,73.38861717050327
149.4,141.87141742858432
89.25,89.16125104889367
140.0,130.2139686329257
85.5,91.62750767468403
100.0,101.98030240784277
129.59,153.88725471104604
94.5,90.26329499717644
110.0,107.409770411609
128.0,116.87185315396141
87.04,106.21056356571559
75.0,80.84769114674198
137.7,144.50288434584678
90.0,109.56315513320772
93.45,79.6889560248129
98.1,107.60347793131096
90.0,95.53884112407971
92.86,97.59614771820785
137.0,111.04464944690604
101.0,98.94092065224885
120.0,118.53200456170987
166.0,138.5252852802631
94.5,91.90628301421255
98.1,106.66526148106351
95.0,95.28973561157957
84.82,87.76276717716019
94.5,85.88691896393374
99.0,111.69068622030898
97.2,76.44719537265742
86.5,120.5583012555936
120.0,115.78841022580676
88.5,93.24593258589945
123.3,119.49162031163345
65.0,65.47070388592275
85.85,79.99895695150954
126.0,139.86587248853724
54.75,96.75122622697623
110.0,108.86204299032819
80.75,89.0467724089126
117.1,110.53707822712735
71.1,88.4538132096695
115.6,107.30106212826352
168.0,135.5133104540701
99.0,81.08566483114305
139.0,132.67564940455193
101.72,91.52961257055156
86.92,140.32634360319338
180.0,153.0323391162299
95.0,98.81495013559258
73.95,74.05592424351289
89.0,96.11866290868014
122.4,134.63446321955166
96.3,98.92521809409068
103.7,89.27115384719403
105.0,124.70923202442279
79.2,77.09580571400791
70.0,116.23429828778765
81.0,73.17027836658889
98.0,94.10980244988106
114.0,108.61831462227913
111.0,118.03514224795701
158.22,129.40198210387413
103.5,105.31725315823005
126.0,120.97751579222663
85.0,83.27918774976492
75.0,87.00289653783031
123.3,110.79400522027925
88.83,89.92031614477507
96.3,64.15627609888853
118.58,135.72783825738546
61.0,61.28757888157563
89.0,125.06878118178325
77.0,76.65897515754273
70.0,76.69117837778282
63.36,84.81774893745703
103.5,110.48970688166742
76.05,126.08037482272012
125.8,112.0272057438504
108.0,84.93307324799589
157.0,161.53595779590137
76.5,82.98408975739062
100.0,95.22862532109069
120.0,131.46535147454992
81.0,44.37071741839092
103.5,106.52459447401158
97.0,79.66952329923417
67.81,96.32990957057521
108.0,96.70573396601519
99.0,96.92336365412714
78.2,67.23654257466617
108.45,94.57940532842358
137.7,132.59066687166816
107.1,118.80740184263152
125.0,109.91721161178562
122.0,111.37789460138603
95.37,113.10192456664315
